timestamp,packets_sent,bytes_sent,elapsed_time,packet_rate,bandwidth,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv,attack_intensity,src_ip,dest_ip
2024-09-22 18:52:57.099517,0,0,195.26057505607605,0.0,0.0,8.9,22.6,67375512,22672188356,320256,16248792,2.0,,192.168.1.100
2024-09-22 18:52:58.162977,0,0,196.32403540611267,0.0,0.0,7.1,22.6,67380346,22672192493,320281,16248814,2.0,,192.168.1.100
2024-09-22 18:52:59.226973,0,0,197.3880307674408,0.0,0.0,8.9,22.6,67390855,22672202089,320320,16248849,2.0,,192.168.1.100
2024-09-22 18:53:00.290950,0,0,198.4520082473755,0.0,0.0,14.4,22.6,67848847,22672516142,320476,16249021,2.0,,192.168.1.100
2024-09-22 18:53:01.355787,0,0,199.51684474945068,0.0,0.0,12.8,22.8,67858411,22672525957,320523,16249066,2.0,,192.168.1.100
2024-09-22 18:53:02.422213,0,0,200.5832712650299,0.0,0.0,12.5,22.8,67904563,22672566240,320728,16249262,2.0,,192.168.1.100
2024-09-22 18:53:03.487112,0,0,201.6481704711914,0.0,0.0,8.0,22.8,67946641,22672595007,320877,16249402,2.0,,192.168.1.100
2024-09-22 18:53:04.596990,0,0,202.75804805755615,0.0,0.0,12.6,22.8,67965172,22672613333,320988,16249506,2.0,,192.168.1.100
2024-09-22 18:53:05.689937,0,0,203.85099506378174,0.0,0.0,17.2,22.8,67980607,22672630379,321069,16249572,2.0,,192.168.1.100
2024-09-22 18:53:06.757727,0,0,204.91878485679626,0.0,0.0,3.8,22.8,67989581,22672640730,321104,16249605,2.0,,192.168.1.100
2024-09-22 18:53:07.824600,0,0,205.98565816879272,0.0,0.0,8.9,22.8,68002109,22672655534,321158,16249656,2.0,,192.168.1.100
2024-09-22 18:53:08.883098,0,0,207.04415607452393,0.0,0.0,7.6,22.8,68024543,22672663581,321198,16249688,2.0,,192.168.1.100
2024-09-22 18:53:09.942794,0,0,208.10385251045227,0.0,0.0,4.7,22.8,68025325,22672664172,321202,16249691,2.0,,192.168.1.100
2024-09-22 18:53:11.001235,0,0,209.1622931957245,0.0,0.0,9.5,22.8,68026013,22672664697,321205,16249693,2.0,,192.168.1.100
2024-09-22 18:53:12.060302,0,0,210.22136044502258,0.0,0.0,12.1,22.4,68038427,22672680988,321246,16249737,2.0,,192.168.1.100
2024-09-22 18:53:13.119019,0,0,211.28007745742798,0.0,0.0,7.6,22.4,68104088,22672725398,321315,16249802,2.0,,192.168.1.100
2024-09-22 18:53:14.177180,0,0,212.33823776245117,0.0,0.0,10.1,22.4,68128997,22672758016,321410,16249896,2.0,,192.168.1.100
2024-09-22 18:53:15.236537,0,0,213.39759492874146,0.0,0.0,7.1,22.5,68162620,22672777169,321494,16249968,2.0,,192.168.1.100
2024-09-22 18:53:16.295004,0,0,214.45606231689453,0.0,0.0,10.0,22.6,68164300,22672779394,321506,16249979,2.0,,192.168.1.100
2024-09-22 18:53:17.374230,0,0,215.5352885723114,0.0,0.0,6.1,22.6,68175338,22672788893,321546,16250013,2.0,,192.168.1.100
2024-09-22 18:53:18.433870,0,0,216.59492826461792,0.0,0.0,8.9,22.6,68185725,22672802048,321593,16250060,2.0,,192.168.1.100
2024-09-22 18:53:19.491931,0,0,217.6529896259308,0.0,0.0,7.2,22.6,68191634,22672808802,321615,16250079,2.0,,192.168.1.100
2024-09-22 18:53:20.569204,0,0,218.73026251792908,0.0,0.0,12.8,22.5,68309915,22672887876,321749,16250202,2.0,,192.168.1.100
2024-09-22 18:53:21.630390,0,0,219.79144835472107,0.0,0.0,17.6,22.9,68353883,22672925283,321878,16250319,2.0,,192.168.1.100
2024-09-22 18:53:22.694438,0,0,220.85549664497375,0.0,0.0,17.4,22.9,68420512,22672977023,322007,16250441,2.0,,192.168.1.100
2024-09-22 18:53:23.754035,0,0,221.91509294509888,0.0,0.0,6.2,22.9,68475127,22673021339,322104,16250526,2.0,,192.168.1.100
2024-09-22 18:53:24.838729,0,0,222.99978733062744,0.0,0.0,9.7,22.9,68500950,22673053587,322207,16250629,2.0,,192.168.1.100
2024-09-22 18:53:25.901623,0,0,224.06268072128296,0.0,0.0,7.6,22.9,68513864,22673063627,322266,16250683,2.0,,192.168.1.100
2024-09-22 18:53:26.963154,0,0,225.12421250343323,0.0,0.0,6.6,22.9,68541355,22673076465,322338,16250747,2.0,,192.168.1.100
2024-09-22 18:53:28.040984,0,0,226.20204257965088,0.0,0.0,16.0,22.9,68558346,22673092751,322412,16250812,2.0,,192.168.1.100
2024-09-22 18:53:29.100739,0,0,227.26179695129395,0.0,0.0,8.9,22.9,68594668,22673116850,322445,16250843,2.0,,192.168.1.100
2024-09-22 18:53:30.158925,0,0,228.31998300552368,0.0,0.0,6.6,22.9,68635676,22673146647,322494,16250892,2.0,,192.168.1.100
2024-09-22 18:53:31.219751,0,0,229.3808090686798,0.0,0.0,5.2,22.9,68661091,22673179785,322573,16250976,2.0,,192.168.1.100
2024-09-22 18:53:32.278928,0,0,230.4399857521057,0.0,0.0,18.2,22.7,68675746,22673195901,322644,16251044,2.0,,192.168.1.100
2024-09-22 18:53:33.355097,0,0,231.5161554813385,0.0,0.0,13.3,22.7,68755317,22673248472,322784,16251166,2.0,,192.168.1.100
2024-09-22 18:53:34.414207,0,0,232.57526516914368,0.0,0.0,13.2,22.7,68791717,22673294953,322927,16251304,2.0,,192.168.1.100
2024-09-22 18:53:35.474140,0,0,233.63519835472107,0.0,0.0,4.7,22.7,68797592,22673300209,322961,16251334,2.0,,192.168.1.100
2024-09-22 18:53:36.544039,0,0,234.70509719848633,0.0,0.0,7.5,22.8,68801318,22673301494,322970,16251341,2.0,,192.168.1.100
2024-09-22 18:53:37.602785,0,0,235.76384329795837,0.0,0.0,10.0,22.8,68818366,22673317691,323054,16251420,2.0,,192.168.1.100
2024-09-22 18:53:38.698326,0,0,236.85938429832458,0.0,0.0,14.4,22.8,68862654,22673347802,323199,16251554,2.0,,192.168.1.100
2024-09-22 18:53:39.758525,0,0,237.91958355903625,0.0,0.0,11.3,22.8,68900096,22673387363,323387,16251738,2.0,,192.168.1.100
2024-09-22 18:53:40.822159,0,0,238.98321723937988,0.0,0.0,6.6,22.8,68910017,22673396909,323444,16251789,2.0,,192.168.1.100
2024-09-22 18:53:41.884429,0,0,240.04548692703247,0.0,0.0,9.9,22.6,68912290,22673398810,323461,16251802,2.0,,192.168.1.100
2024-09-22 18:53:42.973461,0,0,241.13451886177063,0.0,0.0,12.0,22.8,68915019,22673401400,323474,16251813,2.0,,192.168.1.100
2024-09-22 18:53:44.033491,0,0,242.19454884529114,0.0,0.0,16.7,23.1,68918879,22673405773,323491,16251827,2.0,,192.168.1.100
2024-09-22 18:53:45.095114,0,0,243.25617241859436,0.0,0.0,5.2,23.1,68945554,22673420349,323541,16251871,2.0,,192.168.1.100
2024-09-22 18:53:46.154914,0,0,244.31597232818604,0.0,0.0,5.2,23.1,68946242,22673420874,323544,16251873,2.0,,192.168.1.100
2024-09-22 18:53:47.215476,0,0,245.37653398513794,0.0,0.0,3.3,23.1,68947878,22673422529,323559,16251886,2.0,,192.168.1.100
2024-09-22 18:53:48.275448,0,0,246.43650579452515,0.0,0.0,12.9,23.0,69042704,22673491874,323688,16252005,2.0,,192.168.1.100
2024-09-22 18:53:49.338431,0,0,247.49948930740356,0.0,0.0,16.7,22.7,69146920,22673559923,323793,16252101,2.0,,192.168.1.100
2024-09-22 18:53:50.398897,0,0,248.5599548816681,0.0,0.0,6.7,22.7,69177929,22673588440,323870,16252174,2.0,,192.168.1.100
2024-09-22 18:53:51.460660,0,0,249.6217176914215,0.0,0.0,8.0,22.7,69219816,22673614724,324008,16252298,2.0,,192.168.1.100
2024-09-22 18:53:52.520965,0,0,250.68202352523804,0.0,0.0,13.4,22.8,69226151,22673621654,324046,16252330,2.0,,192.168.1.100
2024-09-22 18:53:53.581555,0,0,251.74261283874512,0.0,0.0,7.1,22.8,69231892,22673629444,324071,16252355,2.0,,192.168.1.100
2024-09-22 18:53:54.641803,0,0,252.8028609752655,0.0,0.0,14.8,22.5,69233111,22673630218,324079,16252361,2.0,,192.168.1.100
2024-09-22 18:53:55.701708,0,0,253.86276650428772,0.0,0.0,6.1,22.5,69240028,22673638146,324114,16252392,2.0,,192.168.1.100
2024-09-22 18:53:56.763191,0,0,254.92424941062927,0.0,0.0,5.2,22.5,69259725,22673642946,324143,16252414,2.0,,192.168.1.100
2024-09-22 18:53:57.823412,0,0,255.98447060585022,0.0,0.0,6.6,22.5,69268907,22673654119,324201,16252470,2.0,,192.168.1.100
2024-09-22 18:53:58.883693,0,0,257.04475116729736,0.0,0.0,5.2,22.5,69271168,22673656153,324219,16252485,2.0,,192.168.1.100
2024-09-22 18:53:59.951958,0,0,258.11301612854004,0.0,0.0,15.5,22.6,69275124,22673659084,324239,16252500,2.0,,192.168.1.100
2024-09-22 18:54:01.017067,0,0,259.1781253814697,0.0,0.0,7.1,22.6,69284398,22673673108,324272,16252533,2.0,,192.168.1.100
2024-09-22 18:54:02.077914,0,0,260.23897194862366,0.0,0.0,4.2,22.6,69291561,22673681136,324309,16252567,2.0,,192.168.1.100
2024-09-22 18:54:03.146583,0,0,261.3076410293579,0.0,0.0,18.8,22.6,69323509,22673701203,324376,16252625,2.0,,192.168.1.100
2024-09-22 18:54:04.207562,0,0,262.36861991882324,0.0,0.0,7.1,22.6,69392411,22673753948,324459,16252704,2.0,,192.168.1.100
2024-09-22 18:54:05.294848,0,0,263.4559066295624,0.0,0.0,19.0,22.8,69415408,22673777802,324546,16252785,2.0,,192.168.1.100
2024-09-22 18:54:06.365207,0,0,264.52626514434814,0.0,0.0,7.5,22.8,69491645,22673837054,324684,16252907,2.0,,192.168.1.100
2024-09-22 18:54:07.446496,0,0,265.6075541973114,0.0,0.0,10.7,22.8,69635331,22673946709,324859,16253076,2.0,,192.168.1.100
2024-09-22 18:54:08.506546,0,0,266.6676046848297,0.0,0.0,8.1,22.8,69654694,22673974123,324920,16253139,2.0,,192.168.1.100
2024-09-22 18:54:09.567209,0,0,267.7282667160034,0.0,0.0,8.5,22.8,69681337,22673982479,324970,16253180,2.0,,192.168.1.100
2024-09-22 18:54:10.630317,0,0,268.7913751602173,0.0,0.0,36.1,23.0,69697937,22673998648,325033,16253242,2.0,,192.168.1.100
2024-09-22 18:54:11.726913,0,0,269.88797092437744,0.0,0.0,50.7,23.3,69828179,22674090001,325193,16253396,2.0,,192.168.1.100
2024-09-22 18:54:12.822941,0,0,270.98399925231934,0.0,0.0,28.9,22.8,69889880,22674131305,325260,16253464,2.0,,192.168.1.100
2024-09-22 18:54:13.917941,0,0,272.078999042511,0.0,0.0,10.1,22.8,69923354,22674174576,325387,16253588,2.0,,192.168.1.100
2024-09-22 18:54:14.978073,0,0,273.13913083076477,0.0,0.0,11.4,22.9,70013868,22674231895,325498,16253690,2.0,,192.168.1.100
2024-09-22 18:54:16.040868,0,0,274.2019262313843,0.0,0.0,18.1,22.9,70115434,22674321643,325703,16253885,2.0,,192.168.1.100
2024-09-22 18:54:17.106230,0,0,275.26728796958923,0.0,0.0,6.2,22.9,70138707,22674352293,325799,16253975,2.0,,192.168.1.100
2024-09-22 18:54:18.167503,0,0,276.32856130599976,0.0,0.0,6.1,22.9,70151308,22674362033,325837,16254010,2.0,,192.168.1.100
2024-09-22 18:54:19.228329,0,0,277.3893871307373,0.0,0.0,7.1,22.9,70222017,22674412669,325931,16254094,2.0,,192.168.1.100
2024-09-22 18:54:20.288570,0,0,278.44962787628174,0.0,0.0,7.6,22.9,70271971,22674451056,326006,16254160,2.0,,192.168.1.100
2024-09-22 18:54:21.375870,0,0,279.5369281768799,0.0,0.0,17.3,23.0,70370108,22674530698,326223,16254360,2.0,,192.168.1.100
2024-09-22 18:54:22.436348,0,0,280.5974061489105,0.0,0.0,4.7,23.0,70431530,22674571707,326289,16254425,2.0,,192.168.1.100
2024-09-22 18:54:23.521959,0,0,281.68301701545715,0.0,0.0,18.6,22.9,70453884,22674600626,326379,16254512,2.0,,192.168.1.100
2024-09-22 18:54:24.584434,0,0,282.7454922199249,0.0,0.0,8.5,22.9,70459864,22674606876,326391,16254524,2.0,,192.168.1.100
2024-09-22 18:54:25.645953,0,0,283.80701088905334,0.0,0.0,12.6,22.9,70504223,22674651104,326607,16254733,2.0,,192.168.1.100
2024-09-22 18:54:26.708890,0,0,284.869948387146,0.0,0.0,8.5,22.9,70520510,22674668362,326702,16254826,2.0,,192.168.1.100
2024-09-22 18:54:27.805557,0,0,285.9666156768799,0.0,0.0,7.8,22.9,70546285,22674680516,326762,16254877,2.0,,192.168.1.100
2024-09-22 18:54:28.867395,0,0,287.02845335006714,0.0,0.0,7.6,22.9,70547504,22674681290,326770,16254883,2.0,,192.168.1.100
2024-09-22 18:54:29.929415,0,0,288.090473651886,0.0,0.0,7.6,22.9,70548507,22674682226,326778,16254889,2.0,,192.168.1.100
2024-09-22 18:54:30.991541,0,0,289.15259885787964,0.0,0.0,6.1,22.9,70612368,22674725021,326844,16254950,2.0,,192.168.1.100
2024-09-22 18:54:32.056475,0,0,290.21753334999084,0.0,0.0,10.2,23.0,70638168,22674759294,326953,16255060,2.0,,192.168.1.100
2024-09-22 18:54:33.118421,0,0,291.279479265213,0.0,0.0,20.2,22.9,70668657,22674773818,327022,16255119,2.0,,192.168.1.100
2024-09-22 18:54:34.180272,0,0,292.3413300514221,0.0,0.0,3.8,22.9,70675258,22674781610,327047,16255142,2.0,,192.168.1.100
2024-09-22 18:54:35.246925,0,0,293.40798330307007,0.0,0.0,10.8,23.0,70676477,22674782830,327055,16255148,2.0,,192.168.1.100
2024-09-22 18:54:36.308882,0,0,294.46994066238403,0.0,0.0,5.2,23.0,70677231,22674783421,327059,16255151,2.0,,192.168.1.100
2024-09-22 18:54:37.369455,0,0,295.530513048172,0.0,0.0,7.6,23.0,70678816,22674784819,327073,16255162,2.0,,192.168.1.100
2024-09-22 18:54:38.437508,0,0,296.59856605529785,0.0,0.0,10.8,23.0,70679570,22674785410,327077,16255165,2.0,,192.168.1.100
2024-09-22 18:54:39.498695,0,0,297.65975308418274,0.0,0.0,5.2,23.0,70705749,22674798328,327143,16255222,2.0,,192.168.1.100
2024-09-22 18:54:40.560494,0,0,298.7215518951416,0.0,0.0,8.5,23.0,70706635,22674798985,327149,16255226,2.0,,192.168.1.100
2024-09-22 18:54:41.622030,0,0,299.7830879688263,0.0,0.0,5.7,23.0,70713475,22674806591,327176,16255249,2.0,,192.168.1.100
